param Max_num_States := 20;
param Max_num_Actions := 20;
param Time := 10;
param gamma:= 3.000000e-001;
set S := 	0 	1 	2 	3 	4 	5 	6 	7 	8 	9 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	;
set A := 	0 	1 	2 	3 	4 	5 	6 	7 	8 	9 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	;
set T := 	0 	1 	2 	3 	4 	5 	6 	7 	8 	9 	10 	;
param alpha := 0 4.761905e-002
1 4.761905e-002
2 4.761905e-002
3 4.761905e-002
4 4.761905e-002
5 4.761905e-002
6 4.761905e-002
7 4.761905e-002
8 4.761905e-002
9 4.761905e-002
10 4.761905e-002
11 4.761905e-002
12 4.761905e-002
13 4.761905e-002
14 4.761905e-002
15 4.761905e-002
16 4.761905e-002
17 4.761905e-002
18 4.761905e-002
19 4.761905e-002
20 4.761905e-002
;
param Reward :=[*,*,0]: 	 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20   := 
 0 	8.000000000000000 8.147619047619047 7.842857142857143 7.585714285714285 7.376190476190476 7.214285714285714 7.100000000000001 7.033333333333333 7.014285714285714 7.042857142857143 7.119047619047619 7.242857142857143 7.414285714285715 7.633333333333334 7.900000000000000 8.214285714285714 8.576190476190478 8.985714285714286 9.442857142857143 9.947619047619050 10.500000000000000  
 1 	7.247619047619048 7.442857142857143 7.185714285714285 6.976190476190476 6.814285714285714 6.700000000000000 6.633333333333334 6.614285714285715 6.642857142857143 6.719047619047618 6.842857142857143 7.014285714285714 7.233333333333334 7.500000000000000 7.814285714285715 8.176190476190476 8.585714285714285 9.042857142857143 9.547619047619047 10.100000000000001 0.000000000000000  
 2 	6.542857142857143 6.785714285714286 6.576190476190476 6.414285714285715 6.300000000000001 6.233333333333333 6.214285714285715 6.242857142857143 6.319047619047620 6.442857142857142 6.614285714285714 6.833333333333334 7.100000000000001 7.414285714285715 7.776190476190477 8.185714285714285 8.642857142857142 9.147619047619049 9.699999999999999 0.000000000000000 0.000000000000000  
 3 	5.885714285714285 6.176190476190476 6.014285714285714 5.900000000000000 5.833333333333334 5.814285714285715 5.842857142857143 5.919047619047619 6.042857142857144 6.214285714285714 6.433333333333334 6.700000000000000 7.014285714285714 7.376190476190477 7.785714285714286 8.242857142857142 8.747619047619047 9.300000000000001 0.000000000000000 0.000000000000000 0.000000000000000  
 4 	5.276190476190475 5.614285714285714 5.500000000000000 5.433333333333334 5.414285714285715 5.442857142857143 5.519047619047619 5.642857142857143 5.814285714285715 6.033333333333333 6.300000000000000 6.614285714285714 6.976190476190477 7.385714285714285 7.842857142857143 8.347619047619048 8.900000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 5 	4.714285714285714 5.100000000000000 5.033333333333333 5.014285714285714 5.042857142857143 5.119047619047619 5.242857142857144 5.414285714285715 5.633333333333334 5.900000000000000 6.214285714285714 6.576190476190477 6.985714285714287 7.442857142857143 7.947619047619048 8.500000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 6 	4.200000000000000 4.633333333333334 4.614285714285714 4.642857142857143 4.719047619047619 4.842857142857143 5.014285714285714 5.233333333333333 5.500000000000000 5.814285714285713 6.176190476190477 6.585714285714286 7.042857142857143 7.547619047619047 8.100000000000001 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 7 	3.733333333333333 4.214285714285714 4.242857142857143 4.319047619047620 4.442857142857143 4.614285714285714 4.833333333333334 5.100000000000001 5.414285714285715 5.776190476190476 6.185714285714286 6.642857142857142 7.147619047619048 7.700000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 8 	3.314285714285715 3.842857142857143 3.919047619047619 4.042857142857143 4.214285714285714 4.433333333333334 4.700000000000000 5.014285714285714 5.376190476190477 5.785714285714286 6.242857142857142 6.747619047619048 7.300000000000001 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 9 	2.942857142857143 3.519047619047619 3.642857142857143 3.814285714285715 4.033333333333333 4.300000000000000 4.614285714285714 4.976190476190477 5.385714285714285 5.842857142857142 6.347619047619047 6.900000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 10 	2.619047619047619 3.242857142857143 3.414285714285715 3.633333333333334 3.900000000000000 4.214285714285714 4.576190476190477 4.985714285714286 5.442857142857143 5.947619047619047 6.500000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 11 	2.342857142857143 3.014285714285714 3.233333333333333 3.500000000000000 3.814285714285714 4.176190476190477 4.585714285714286 5.042857142857143 5.547619047619047 6.100000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 12 	2.114285714285714 2.833333333333334 3.100000000000001 3.414285714285715 3.776190476190477 4.185714285714285 4.642857142857142 5.147619047619047 5.700000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 13 	1.933333333333334 2.700000000000000 3.014285714285714 3.376190476190476 3.785714285714286 4.242857142857142 4.747619047619048 5.300000000000001 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 14 	1.800000000000000 2.614285714285714 2.976190476190476 3.385714285714286 3.842857142857143 4.347619047619047 4.900000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 15 	1.714285714285714 2.576190476190476 2.985714285714286 3.442857142857143 3.947619047619047 4.500000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 16 	1.676190476190476 2.585714285714285 3.042857142857143 3.547619047619047 4.100000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 17 	1.685714285714286 2.642857142857143 3.147619047619047 3.700000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 18 	1.742857142857143 2.747619047619047 3.300000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
 19 	1.847619047619048 2.900000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000  
